country,country_code,indicator_name,indicator_code,year,life_expectancy
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,81.358
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,66.484
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,56.127
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,68.517
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,65.0220554619783
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,71.472
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,63.015
Middle Income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,65.5232017407672
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.4463414634146
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,49.086
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,77.7390243902439
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,59.523
"Middle East, North Africa, Afghanistan & Pakistan (Excluding High Income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,64.4598684308186
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,73.3429756097561
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,61.414512195122
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.947
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,47.8
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,59.417
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,70.4048780487805
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,44.2
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.296
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,76.6253579363396
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,55.844
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.204
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,47.097
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,45.96
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,65.523
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,77.7943902439024
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,78.1426829268293
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,60.823
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,59.985
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,77.3341463414634
Oecd Members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,76.179185888832
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.463
Other Small States,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,65.1946385702487
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,60.623
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,72.541
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,68.324
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,66.994
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,63.707
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,61.27
